חוק,כתובת,מספר מעסיק,סיבת הביקורת,סכום עיצום סופי,ענף,פרטים נוספים,שם מעסיק,תאריך החלטה
"חוק הגנת השכר תשי""ח-1958","העצמאות, פתח תקווה91,",514605799,פנייה,"18,280 ₪",קבלני כוח אדם,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/586.3.2020.pdf,"סקופ אוף וורק בע""מ",08/06/2022
"חוק הגנת השכר תשי""ח-1958","קטרוני, פתח תקווה23,",,יזום,"18,280 ₪",שרותי ניקיון,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/15652021.pdf,ישראקלין,08/06/2022
"חוק הגנת השכר תשי""ח-1958","ירמיהו, ירושלים43,",515023356,יזום,"20,108 ₪",מסעדות,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/17192019.pdf,"בן-אדם קפה בע""מ",02/06/2022
"חוק שכר מינימום תשמ""ז-1987","דרך חברון, ירושלים151,",513655282,פנייה,"27,420 ₪",מסחר,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/9112021.pdf,"דלישס מרכולים בע""מ",23/05/2022
"חוק הגנת השכר תשי""ח-1958","עם ועולמו, ירושלים3,",513029207,פנייה,"21,936 ₪",היסעים והובלות,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/15462021.pdf,"אחדות הסעות בע""מ",16/05/2022
"חוק הגנת השכר תשי""ח-1958","האומן, ירושלים17,",,יזום,"מחזור עסקאות
					      				 ",מסחר,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/17522021.pdf,פאוור בודי,15/05/2022
"חוק הגנת השכר תשי""ח-1958","החרושת 47,כרמיאל",515511145,פנייה,"18,280 ₪",תעשיות אחרות,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/21-1513-2-2021.pdf,"צבעי בראשית מ. ב. י בע""מ",09/05/2022
"חוק הגנת השכר תשי""ח-1958",קצרין,580441327,פנייה,"18,280 ₪",עמותות,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/21-1077-2-2021.pdf,"שניר חרמון שיאון-לקידום חברתי בגולן (ע""ר",08/05/2022
"חוק עבודת נשים תשי""ד-1954","הרצל 75,נהריה",514554591,פנייה,"18,280 ₪","שרותים מקצועיים, טכניים ואישיים",https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/15-2149-2-2021.pdf,"אדיבים סוכנות לביטוח (2011) בע""מ",28/04/2022
"חוק הגנת השכר תשי""ח-1958","ברק 19,ברק",,יזום,"18,280 ₪",שיווק,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/21-1958-2-2021.pdf,תור בקול,27/04/2022
"חוק הגנת השכר תשי""ח-1958
צו הרחבה (נוסח משולב) לפנסיה חובה לפי חוק הסכמים קיבוציים התשי""ז-1956","חנקין יהושע 34,עפולה",513857383,יזום,"58,496 ₪",קבלני שירותים (שמירה אבטחה וניקיון),https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/21+33-2312-2-2021.pdf,"ר.א.ש. ובניו בע""מ",27/04/2022
"חוק הגנת השכר תשי""ח-1958","פרנק 11,חדרה",515420669,יזום,"18,280 ₪",אולמות אירועים / שרותי קיטרינג,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/21-1894-2-2021.pdf,"בר-בר ביער שירותי בר בע""מ",26/04/2022
"חוק הגנת השכר תשי""ח-1958",ריינה,,יזום,"הפחתה בשל מחזור עסקאות
					      				 ",בניין,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/21-1876-2-2021.pdf,בניין ועבודות שלד,26/04/2022
"חוק הגנת השכר תשי""ח-1958","חטיבת יפתח 3,צפת",580243442,יזום,"18,280 ₪",חינוך,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/21-1814-2-2021.pdf,"מוסדות צדקה וחסד צפת ע""ש מרן החפץ חיים ז",14/04/2022
"חוק הגנת השכר תשי""ח-1958","נחל אורן 16,עתלית",515654580,יזום,"18,280 ₪",מסחר,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/21-2146-2-2021.pdf,"ספיד הכי טרי שיש בע""מ",06/04/2022
"חוק הגנת השכר תשי""ח-1958","יפו, ירושלים214,",580168797,יזום,"18,280 ₪",חינוך,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/3402021.pdf,בית חינוך חרדי הראשון,03/04/2022
"חוק הגנת השכר תשי""ח-1958","קויפמן יחזקאל, תל אביב2,",515657898,פנייה,"18,280 ₪",קבלני כוח אדם,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/5652021.pdf,"קיי טסורו בע""מ",03/04/2022
"חוק הגנת השכר תשי""ח-1958",כפר מנדא,,פנייה,"מחזור עסקאות
					      				 ",היסעים והובלות,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/21-1983-2-2021.pdf,הובלת נוסעים לטיולים ונסיעות מיוחדות,20/03/2022
"חוק הגנת השכר תשי""ח-1958","מג'ד אל כרום,",,יזום,"18,280 ₪",מסחר,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/456.2.2021.pdf,סילבי מרקט,16/03/2022
"חוק הגנת השכר תשי""ח-1958
צו הרחבה (נוסח משולב) לפנסיה חובה לפי חוק הסכמים קיבוציים התשי""ז-1956",ניין,513924720,יזום,"58,496 ₪",קבלני שירותים (שמירה אבטחה וניקיון),https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/21+33-1228-2-2021.pdf,"מנוף נקיון ושמירה בע""מ",16/03/2022
"חוק הגנת השכר תשי""ח-1958","ביאליק, רמלה 11,",513640904,יזום,"מחזור עסקאות
					      				 ",מכירה קמעונאית,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/5472020.pdf,"בית מאפה אבו מאהר חסונה ובניו בע""מ",15/03/2022
הגנת השכר,"מאה שערים, ירושלים11,",515311900,פנייה,"21,936 ₪",מסחר,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/9702020.pdf,"ממעמקים קראתיך בע""מ",15/03/2022
"חוק הגנת השכר תשי""ח-1958","בן איש חי, בית שמש68,",,יזום,"18,280 ₪",מסחר,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/10712021.pdf,בשפע מרקט,15/03/2022
"חוק הגנת השכר תשי""ח-1958","ז'בוטינסקי, בית שמש72,",580645794,יזום,"מחזור עסקאות
					      				 ",עמותות,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/9202021.pdf,"גני ילדים ברסל""ב (גן הנסיך הקטן)",10/03/2022
"חוק הגנת השכר תשי""ח-1958","יגאל אלון, בית שמש 5,",515594422,יזום,"מחזור עסקאות
					      				 ",מקצועות חופשיים,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/14112021.pdf,"אינסטפיקס בע""מ",10/03/2022
"חוק הגנת השכר תשי""ח-1958","סלמאן אל פרסי, ירושלים,",,יזום,"21,935 ₪",גינון ותחזוקה לבניינים,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/8292019.pdf,אבו גית אינסטלציה,07/03/2022
"חוק הגנת השכר תשי""ח-1958","הבעש""ט 15 רחובות,",580561991,פנייה,"18,280 ₪",מסחר,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/793.4.2021.pdf,מרגניתא דרבי מאיר,06/03/2022
"חוק הגנת השכר תשי""ח-1958","ת.ד 5089 ראשון לציון,",514951813,פנייה,"7,395 ₪",שרותים אחרים,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/193.3.2020.pdf,"הפי פיט בע""מ",06/03/2022
"חוק הגנת השכר תשי""ח-1958","דרך הערבה 101 אילת,",513202325,פנייה,"146,240 ₪",פעילות בידור פנאי וספורט,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/1936.4.2019  21.pdf,"הקילומטר 101 בע""מ",01/03/2022
"צו הרחבה (נוסח משולב) לפנסיה חובה לפי חוק הסכמים קיבוציים התשי""ז-1956","דרך הערבה 101 אילת,",513202325,פנייה,"146,240 ₪",פעילות בידור פנאי וספורט,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/1936.4.2019  33.pdf,"הקילומטר 101 בע""מ",01/03/2022
"חוק הגנת השכר תשי""ח-1958","בת שבע, לוד1,",515686285,יזום,"21,936 ₪",מסחר,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/12122021.pdf,"רש""י מאפים בע""מ",01/03/2022
"חוק הגנת השכר תשי""ח-1958","גולומב 67,הרצליה",,יזום,"מחזור עסקאות
					      				 ",קבלני שירותים (שמירה אבטחה וניקיון),https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/21-97-2-2022.pdf,צוות 2 - קבלן ניקיון,01/03/2022
"חוק הגנת השכר תשי""ח-1958","רח' 6153,נצרת",514227883,יזום,"18,280 ₪",מסחר,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/21-2036-2-2021.pdf,"סלומה אבו אחמד ובניו בע""מ",22/02/2022
"חוק הגנת השכר תשי""ח-1958","כפר עקב,",,יזום,"מחזור עסקאות
					      				 ",בניין,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/10692021.pdf,בניה ושיפוצים,22/02/2022
"חוק שכר מינימום תשמ""ז-1987","אלון יגאל, בית שמש1,",515882983,פנייה,"36,560 ₪",מסחר,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/15642021-19.pdf,"וודסטוק גאלרי בע""מ",22/02/2022
"חוק הגנת השכר תשי""ח-1958","יגאל אלון, בית שמש1,",515882983,פנייה,"255,920 ₪",מסחר,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/15642021-21.pdf,"וודסטוק גאלרי בע""מ",22/02/2022
"חוק הגנת השכר תשי""ח-1958","האורגים 2 אילת,",515645802,פנייה,"18,280 ₪",מסעדות,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/2468.4.2019.pdf,"מבשלות סוף בע""מ",16/02/2022
"חוק הגנת השכר תשי""ח-1958","האורגים 12 אשדוד,",514064815,יזום,"18,280 ₪","אלקטרוניקה, תקשורת ותוכנה",https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/2386.4.2019.pdf,"שיר תאורה בע""מ",16/02/2022
"חוק העסקת עובדים על ידי קבלני שירות בתחומי השמירה והניקיון בגופים ציבוריים
 התשע""ג-2013",נחף,514215888,פנייה,"הפחתה בשל מחזור עסקאות
					      				 ",קבלני שירותים (שמירה אבטחה וניקיון),https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/36-1786-2-2021.pdf,"סנג'י כח אדם וניקיון בע""מ",16/02/2022
"חוק הגנת השכר תשי""ח-1958","החרצית 5 אילת,",,יזום,"18,280 ₪",תעשיות מתכת,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/1017.4.2021.pdf,מסגריית יהודה,15/02/2022
"צו הרחבה (נוסח משולב) לפנסיה חובה לפי חוק הסכמים קיבוציים התשי""ז-1956",דייר חנא,514248582,יזום,"1,096,800 ₪",בניין,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/33-2476-2-2021.pdf,"א.ס הנדסת בטיחות בע""מ",13/02/2022
"חוק שכר מינימום תשמ""ז-1987","מיטב 8,מיטב",516083268,פנייה,"73,120 ₪",מסחר,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/19-2549-2-2021.pdf,"ה-ירקניה בעמק בע""מ",13/02/2022
"חוק הגנת השכר תשי""ח-1958","שכונה 27 בית 23 רהט,",513383281,יזום,"18,280 ₪",בניין,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/845.4.2021.pdf,"א.ע. אבוגעפר בע""מ",08/02/2022
"חוק הגנת השכר תשי""ח-1958","שכונה 3 חורה,",,יזום,"18,280 ₪","תקשורת, הנדסה ומחשוב",https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/1318.4.2021.pdf,טארק פרוייקטים,07/02/2022
"חוק עבודת הנוער תשי""ג-1953
חוק שעות עבודה ומנוחה תשי""א-1951","חרמון 6נתב""ג,לוד",514211457,יזום,"255,920 ₪",מסחר,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/3+9-1607-2-2021.pdf,"ריטיילורס בע""מ",03/02/2022
"חוק הגנת השכר תשי""ח-1958","ניצחון 21 גן יבנה,",,יזום,"18,280 ₪",אחר,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/683.4.2021.pdf,שיפוץ מבנים ועבודות בניין,01/02/2022
"חוק הגנת השכר תשי""ח-1958","לה גרדיה 76 תל אביב,",,יזום,"18,280 ₪",מסחר,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/588.3.2021.pdf,מכירה קמעונאית,01/02/2022
"חוק שעות עבודה ומנוחה תשי""א-1951","קיבוץ גלויות, תל אביב34,",511178105,פנייה,"20,440 ₪",שרותי ניקיון,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/90007674014.pdf,"המשרד הנקי נקיון ואחזקה בע""מ",31/01/2022
"חוק הגנת השכר תשי""ח-1958","שח""ל 29 באר שבע,",515206795,יזום,"36,560 ₪",בניין,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/425.4.2021.pdf,"מ.ט. הכוכבים חברה לעבודות בניה וגמר בע""מ",30/01/2022
"חוק הגנת השכר תשי""ח-1958","יל""ג 4,קרית אתא",,יזום,"מחזור עסקאות
					      				 ",קבלני שירותים (שמירה אבטחה וניקיון),https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/21-2206-2-2021.pdf,"הליטוש, עסק לניקיון",30/01/2022
"חוק הגנת השכר תשי""ח-1958","כפר קאסם,",514372960,יזום,"18,280 ₪",בניין,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/7652021.pdf,"א.א. בלוקי אלבנא בע""מ",26/01/2022
"חוק הגנת השכר תשי""ח-1958","אברבנאל, בני ברק9,",580105641,יזום,"מחזור עסקאות
					      				 ",עמותות,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/11922020.pdf,"מוסדות פרמישלאן בארה""ק",25/01/2022
"חוק הגנת השכר תשי""ח-1958","אורט 3 אשקלון,",580582294,יזום,"18,280 ₪",חינוך,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/856.4.2021.pdf,בעין טובה אשקלון,25/01/2022
"חוק הגנת השכר תשי""ח-1958",בית ג'ן,513560409,יזום,"הפחתה בשל מחזור עסקאות
					      				 ",תעשיות אחרות,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/21-411-2-2021.pdf,"איה נטורל בע""מ",25/01/2022
"חוק הגנת השכר תשי""ח-1958","החרושת 4,קרית ביאליק",514030923,יזום,"18,280 ₪",היסעים והובלות,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/21-1358-2-2021.pdf,"ארז לוגיסטיקה בע""מ",25/01/2022
"חוק הגנת השכר תשי""ח-1958",כפר קרע,515019867,יזום,"65,808 ₪",מסעדות,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/21-1642-2-2021.pdf,"זחאלקה באסל בע""מ",25/01/2022
"חוק הגנת השכר תשי""ח-1958
צו הרחבה (נוסח משולב) לפנסיה חובה לפי חוק הסכמים קיבוציים התשי""ז-1956","דוויט איינזהואר 3,נתניה",513727495,פנייה,"36,560 ₪",בניין,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/21+33-1533-2-2021.pdf,"עונות חיפוי וריצוף בע""מ",25/01/2022
"חוק הגנת השכר תשי""ח-1958",ניין,516082468,יזום,"73,120 ₪",קבלני שירותים (שמירה אבטחה וניקיון),https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/21-2393-2-2021.pdf,"מנורה שירותי כח אדם ונקיון בע""מ",25/01/2022
"חוק הגנת השכר תשי""ח-1958","החשמל 4,עפולה",512519901,פנייה,"18,280 ₪","שרותים מקצועיים, טכניים ואישיים",https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/21-1807-2-2021.pdf,"בדוס סוכנות לביטוח (1997) בע""מ",25/01/2022
"חוק הגנת השכר תשי""ח-1958","הנרייטה סולד 4/1 באר שבע,",514827898,פנייה,"29,248 ₪",שרותי בריאות וסיעוד,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/716.4.2021.25.pdf,"החיוך של נעה- ד""ר סלומון",23/01/2022
"צו הרחבה (נוסח משולב) לפנסיה חובה לפי חוק הסכמים קיבוציים התשי""ז-1956","הנרייטה סולד 4/1 באר שבע,",514827898,פנייה,"29,248 ₪",שרותי בריאות וסיעוד,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/716.4.2021.33.pdf,"החיוך של נעה- ד""ר סלומון",23/01/2022
"חוק הגנת השכר תשי""ח-1958","שכונה 6 בית 10 רהט,",,יזום,"18,280 ₪",בניין,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/1009.4.2021.pdf,נ.א יעד,23/01/2022
"חוק עבודת נשים תשי""ד-1954","המלאכה, לוד1,",,פנייה,"17,850 ₪",מקצועות חופשיים,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/14872019-15.pdf,"משרד רו""ח בן הרויה",20/01/2022
"חוק הגנת השכר תשי""ח-1958","חורפיש,חורפיש",,יזום,"65,808 ₪",מסחר,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/21-901-2-2021.pdf,יסמין מותגים - TOGO,19/01/2022
"חוק הגנת השכר תשי""ח-1958","ראס אל היש 1,אום אל-פחם",515944551,יזום,"הפחתה בשל מחזור עסקאות
					      				 ",מסעדות,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/21-1364-2-2021.pdf,"מעדני בראבו 2018 בע""מ",19/01/2022
"חוק שעות עבודה ומנוחה תשי""א-1951","עמק השושנים ,נס ציונה",511598617,פנייה,"18,280 ₪",מסחר,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/9-2314-2-2021.pdf,"משתלת האירוסים נס ציונה (1991) בע""מ",11/01/2022
"חוק הגנת השכר תשי""ח-1958","מבצע דקל 15,פתח תקווה",514874502,יזום,"18,280 ₪",שרותי בריאות וסיעוד,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/21-1007-2-2021.pdf,"אדנא שירותי רפואה וסיעוד בע""מ",09/01/2022
"חוק הגנת השכר תשי""ח-1958","שכונת רמות, ירושלים,",,פנייה,"מחזור עסקאות
					      				 ",חינוך,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/11012021.pdf,"משפחתון ""דבי""",30/12/2021
"חוק הגנת השכר תשי""ח-1958",מג'ד אל-כרום,,יזום,"17,850 ₪",מסחר,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/21-703-2-2021.pdf,מעדנייה וסופר,29/12/2021
"חוק הגנת השכר תשי""ח-1958","הפלדה 23 אשדוד,",514854793,פנייה,"17,850 ₪",קוסמטיקה,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/924.4.2021.pdf,"אנ.ק.ס מעבדות בע""מ (חברה)",28/12/2021
"צו הרחבה (נוסח משולב) לפנסיה חובה לפי חוק הסכמים קיבוציים התשי""ז-1956","הקיטור 34,חיפה",513765651,פנייה,"17,850 ₪",מסחר,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/33-956-2-2021.pdf,"אווא אופציות קפה איכות בע""מ",28/12/2021
"חוק הגנת השכר תשי""ח-1958","יציב, ירושלים128,",515178648,יזום,"21,936 ₪",בית דפוס,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/3782021.pdf,"זגייר תעשיות נייר בע""מ",28/12/2021
"חוק הגנת השכר תשי""ח-1958",עין מאהל,,יזום,"הפחתה בשל מחזור עסקאות
					      				 ","שרותים מקצועיים, טכניים ואישיים",https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/21-837-2-2021.pdf,סוכנות ביטוח,26/12/2021
"צו הרחבה (נוסח משולב) לפנסיה חובה לפי חוק הסכמים קיבוציים התשי""ז-1956","משהד,",514983436,יזום,"249,900 ₪",בניין,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/8392021.pdf,"ע.ס. מרעי יזמות ובנייה בע""מ",22/12/2021
"חוק הגנת השכר תשי""ח-1958","שכ' עין ג'ראר,אום אל-פחם",,יזום,"הפחתה בשל מחזור עסקאות
					      				 ",בניין,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/21-679-2-2021.pdf,קבלן עבודות חשמל,22/12/2021
"חוק הגנת השכר תשי""ח-1958","הגת 18,קצרין",514084284,פנייה,"17,850 ₪",מקצועות חופשיים,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/21-772-2-2021.pdf,"סלזמן גרופ בע""מ",21/12/2021
"חוק הגנת השכר תשי""ח-1958","שייק אופיר 2,ראש העין",514474121,יזום,"17,850 ₪",בניין,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/21-1194-2-2021.pdf,"לי-קו בנייה ומסחר בע""מ",21/12/2021
"חוק הגנת השכר תשי""ח-1958",עראבה,513329771,יזום,"18,280 ₪",שרותי בריאות וסיעוד,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/21-1225-2-2021.pdf,"המרכז לרפואה דחופה -גליל ס.ע.ד בע""מ",21/12/2021
"חוק שעות עבודה ומנוחה תשי""א-1951","מושב אוהד ד.נ הנגב,",514709757,פנייה,"214,200 ₪",חקלאות,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/868.4.2020 9.pdf,"שר הירק בע""מ",19/12/2021
"חוק שכר מינימום תשמ""ז-1987","מושב אוהד ד.נ הנגב,",514709757,פנייה,"464,100 ₪",חקלאות,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/868.4.2020  19.pdf,"שר הירק בע""מ",19/12/2021
"חוק הגנת השכר תשי""ח-1958","עיסוואיה, ירושלים,",516008182,יזום,"107,100 ₪",היסעים והובלות,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/9032021.pdf,"א.ג.מ.ח. הסעות הגבעה בע""מ",19/12/2021
"חוק הגנת השכר תשי""ח-1958","החלמונית 10 ראשןן לציון,",514730548,פנייה,"17,850 ₪",מכירה קמעונאית,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/612.4.2020.pdf,"שוקולטה תרדיון בע""מ",19/12/2021
"חוק הגנת השכר תשי""ח-1958","ירושלים 8,קרית אתא",515042950,פנייה,"17,850 ₪",היסעים והובלות,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/21-2162-2019.pdf,"דרייב גיא בע""מ",14/12/2021
"חוק הגנת השכר תשי""ח-1958","ס'חנין 1,סח'נין",515411056,יזום,"17,850 ₪",חינוך,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/21-1087-2-2021.pdf,"מעון אלמלאאקה סכנין בע""מ",14/12/2021
"חוק הגנת השכר תשי""ח-1958","קלצ'קין רפאל, באר שבע4,",515354850,פנייה,"17,955 ₪",מקצועות חופשיים,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/24282019.pdf,"אורטו- פט בע""מ",09/12/2021
"חוק הגנת השכר תשי""ח-1958","החזון, רמלה1,",515415685,יזום,"17,850 ₪",היסעים והובלות,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/10772020.pdf,"בול בזמן הסעות ואחזקה בע""מ",09/12/2021
"חוק הגנת השכר תשי""ח-1958","הגיא, נס ציונה2,",514377241,יזום,"17,850 ₪",שרותי ניקיון,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/312021.pdf,"אלי ב. שירותי נקיון ואחזקה בע""מ",08/12/2021
"חוק הגנת השכר תשי""ח-1958","חזון איש, ירושלים36,",514654813,יזום,"מחזור עסקאות
					      				 ",קבלני שירותים (שמירה אבטחה וניקיון),https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/1882021.pdf,"רמת שלמה פארם בע""מ",08/12/2021
"חוק הגנת השכר תשי""ח-1958","אבשלום 9 חיפה,",512246067,פנייה,"428,400 ₪",מכירה קמעונאית,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/863.4.2020.pdf,"ש.א. גליק בע""מ",08/12/2021
"חוק הגנת השכר תשי""ח-1958","שלומציון, ירושלים18,",,פנייה,"מחזור עסקאות
					      				 ",בית דפוס,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/7312020.pdf,קופי קולור ירושלים,08/12/2021
"חוק הגנת השכר תשי""ח-1958","האשל, רמלה16,",515362333,יזום,"107,100 ₪",גינון ותחזוקה לבניינים,https://employment.molsa.gov.il/Employment/WorkRights/WorkRightsEnforcement/FinancialSanctions/documents/10192020.pdf,"רוטאל חברה להובלה בע""מ",08/12/2021
